Date,Actual_Price,Predicted_Price,Absolute_Error,Percentage_Error
2025-08-08,0.9819522957609044,0.8977016,0.08425067470530134,8.579915243236576
2025-08-11,0.9529816485650984,0.91301596,0.03996568691806468,4.193751997033825
2025-08-12,0.9660607832749499,0.9315376,0.034523155101121805,3.573600719417278
2025-08-13,1.0206181443851512,0.90813637,0.11248177658729963,11.02094619874329
2025-08-14,1.0711261639643657,0.9256877,0.14543849325666303,13.578091745829251
2025-08-15,1.012919509347681,0.9243369,0.08858259909987831,8.745275244715684
2025-08-18,0.9401661848569163,0.94545126,0.005285074756120833,0.5621426127897982
2025-08-19,1.016469805188546,0.92365587,0.09281393761194678,9.131007840880295
2025-08-20,1.051786418339446,0.91827524,0.13351118125601102,12.693754067180071
2025-08-21,0.9690748763839734,0.93276906,0.03630581624908569,3.7464407688039527
2025-08-22,0.991646699410679,0.9145225,0.07712417076230249,7.7773839017601984
